Code,ID,Location,Site,Day,Month,Year,Date,Latitude,Longitude,Zone,Type,Depth,Replicate,Surveyors,Acanthastrea_echinata,Acanthastrea_rotundoflora,Acropora_abrotanoides,Acropora_aculeus,Acropora_acuminata,Acropora_anthocercis,Acropora_austera,Acropora_chesterfieldensis,Acropora_divaricata,Acropora_elseyi,Acropora_grandis,Acropora_horrida,Acropora_hyacinthus,Acropora_lutkeni,Acropora_microphthalma,Acropora_muricata,Acropora_nana,Acropora_nasuta,Acropora_robusta,Acropora_selago,Acropora_tenuis,Acropora_valida,Acropora_verweyi,Alveopora_allingi,Alveopora_marionensis,Alveopora_tizardi,Astrea_annuligera,Astrea_curta,Astreopora_cucullata,Astreopora_expansa,Astreopora_gracilis,Astreopora_incrustans,Astreopora_listeri,Astreopora_myriophthalma,Bernardpora_stutchburyi,Caulastraea_echinulata,Cladopsammia_gracilis,Coelastrea_incrustans,Coscinaraea_columna,Coscinaraea_exesa,Ctenactis_crassa,Ctenactis_echinata,Cycloseris_costulata,Cycloseris_explanulata,Cycloseris_mokai,Cycloseris_vaughani,Cyphastrea_chalcidicum,Cyphastrea_microphthalma,Cyphastrea_serailia,Danafungia_horrida,Danafungia_scruposa,Diploastrea_heliopora,Dipsastraea_amicorum,Dipsastraea_danai,Dipsastraea_favus,Dipsastraea_laxa,Dipsastraea_lizardensis,Dipsastraea_maritima,Dipsastraea_matthaii,Dipsastraea_maxima,Dipsastraea_mirabilis,Dipsastraea_pallida,Dipsastraea_rotumana,Dipsastraea_speciosa,Dipsastraea_veroni,Duncanopsammia_peltata,Echinophyllia_aspera,Echinophyllia_echinoporoides,Echinophyllia_glabra,Echinopora_gemmacea,Echinopora_hirsutissima,Echinopora_horrida,Echinopora_lamellosa,Echinopora_pacifica,Euphyllia_glabrescens,Favites_abdita,Favites_chinensis,Favites_complanata,Favites_flexuosa,Favites_halicora,Favites_magnistellata,Favites_paraflexuosus,Favites_pentagona,Favites_rotundata,Favites_valenciennesi,Fimbriaphyllia_ancora,Fimbriaphyllia_divisa,Fimbriaphyllia_paradivisa,Fungia_fungites,Galaxea_astreata,Galaxea_fascicularis,Goniastrea_edwardsi,Goniastrea_favulus,Goniastrea_pectinata,Goniastrea_retiformis,Goniastrea_stelligera,Goniopora_columna,Goniopora_djiboutiensis,Goniopora_fruticosa,Goniopora_lobata,Goniopora_pandoraensis,Goniopora_pedunculata,Goniopora_pendulus,Goniopora_somaliensis,Goniopora_stokesi,Goniopora_tenuidens,Heliofungia_actiniformis,Heliopora_coerulea,Herpolitha_limax,Homophyllia_bowerbanki,Hydnophora_exesa,Hydnophora_grandis,Hydnophora_rigida,Isopora_brueggemanni,Leptastrea_purpurea,Leptastrea_transversa,Leptoria_phrygia,Leptoseris_explanata,Leptoseris_scabra,Lithophyllon_concinna,Lithophyllon_repanda,Lithophyllon_scabra,Lithophyllon_undulatum,Lobactis_scutaria,Lobophyllia_agaricia,Lobophyllia_corymbosa,Lobophyllia_flabelliformis,Lobophyllia_hataii,Lobophyllia_hemprichii,Lobophyllia_radians,Lobophyllia_recta,Lobophyllia_robusta,Lobophyllia_valenciennesii,Madracis_kirbyi,Merulina_ampliata,Merulina_scabricula,Micromussa_amakusensis,Millepora_exaesa,Montipora_aequituberculata,Montipora_angulata,Montipora_capricornis,Montipora_corbettensis,Montipora_crassituberculata,Montipora_danae,Montipora_digitata,Montipora_efflorescens,Montipora_foliosa,Montipora_grisea,Montipora_hispida,Montipora_hoffmeisteri,Montipora_informis,Montipora_millepora,Montipora_mollis,Montipora_monasteriata,Montipora_samarensis,Montipora_spongodes,Montipora_spumosa,Montipora_stellata,Montipora_tuberculosa,Montipora_turgescens,Montipora_undata,Montipora_venosa,Montipora_verrucosa,Mycedium_elephantotus,Oulastrea_crispata,Oulophyllia_bennettae,Oulophyllia_crispa,Oxypora_crassispinosa,Oxypora_echinata,Oxypora_lacera,Pachyseris_rugosa,Pachyseris_speciosa,Paragoniastrea_australensis,Paragoniastrea_russelli,Pavona_cactus,Pavona_clavus,Pavona_decussata,Pavona_explanulata,Pavona_frondifera,Pavona_varians,Pectinia_alcicornis,Pectinia_crassa,Pectinia_lactuca,Pectinia_paeonia,Physogyra_lichtensteini,Platygyra_daedalea,Platygyra_lamellina,Platygyra_pini,Platygyra_sinensis,Platygyra_verweyi,Plerogyra_sinuosa,Plesiastrea_versipora,Pleuractis_moluccensis,Pleuractis_paumotensis,Pocillopora_acuta,Podabacia_crustacea,Podabacia_motuporensis,Polyphyllia_talpina,Porites_australiensis,Porites_cylindrica,Porites_deformis,Porites_lichen,Porites_lobata,Porites_lutea,Porites_monticulosa,Porites_murrayensis,Porites_nigrescens,Porites_rus,Porites_solida,Porites_stephensoni,Porites_vaughani,Psammocora_contigua,Psammocora_haimiana,Psammocora_nierstraszi,Pseudosiderastrea_tayamai,Scapophyllia_cylindrica,Stylocoeniella_armata,Trachyphyllia_geoffroyi,Tubastraea_diaphana,Tubastraea_micranthus,Turbinaria_frondens,Turbinaria_irregularis,Turbinaria_mesenterina,Turbinaria_radicalis,Turbinaria_reniformis,Turbinaria_stellulata,Unknown
CY-S-D2.5-2018-7-9-T2,CY-S-2018-7-9-T2,Cyrene Reef,CY-S,9,7,2018,9/7/2018,1.25685556,103.753725,Crest,Patch,2.5,2,"HD, SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,50,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,75,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-S-D2.5-2018-7-9-T3,CY-S-2018-7-9-T3,Cyrene Reef,CY-S,9,7,2018,9/7/2018,1.25685556,103.753725,Crest,Patch,2.5,3,"HD, SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,24,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-S-D2.5-2018-7-9-T4,CY-S-2018-7-9-T4,Cyrene Reef,CY-S,9,7,2018,9/7/2018,1.25685556,103.753725,Crest,Patch,2.5,4,"HD, SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CY-S-D2.5-2018-7-9-T5,CY-S-2018-7-9-T5,Cyrene Reef,CY-S,9,7,2018,9/7/2018,1.25685556,103.753725,Crest,Patch,2.5,5,"HD, SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,89,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
HA-NE-D3-2016-4-19-T1,HA-NE-2016-4-19-T1,Pulau Hantu,HA-NE,19,4,2016,19/4/2016,1.225938889,103.7529278,Crest,Fringing,3,1,"DH, JW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,115,0,0,25,0,60,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-NE-D3-2016-4-19-T2,HA-NE-2016-4-19-T2,Pulau Hantu,HA-NE,19,4,2016,19/4/2016,1.225938889,103.7529278,Crest,Fringing,3,2,"DH, JW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,0,25,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,33,0,0,0,0,0,0,50,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,263,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,148,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-NE-D3-2016-4-19-T3,HA-NE-2016-4-19-T3,Pulau Hantu,HA-NE,19,4,2016,19/4/2016,1.225938889,103.7529278,Crest,Fringing,3,3,"DH, JW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,453,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,18,0,0,0,32,0,0,139,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-NE-D3-2016-4-19-T4,HA-NE-2016-4-19-T4,Pulau Hantu,HA-NE,19,4,2016,19/4/2016,1.225938889,103.7529278,Crest,Fringing,3,4,"DH, JW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,40,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,45,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,5,32,0,0,0,16,35,0,22,0,0,0,0,0,0,0,0,0,0,0,30,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-NE-D3-2016-4-19-T5,HA-NE-2016-4-19-T5,Pulau Hantu,HA-NE,19,4,2016,19/4/2016,1.225938889,103.7529278,Crest,Fringing,3,5,"DH, JW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,15,0,0,0,0,0,0,55,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-NE-D3-2018-10-8-T1,HA-NE-2018-10-8-T1,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,1,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,7,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-NE-D3-2018-10-8-T2,HA-NE-2018-10-8-T2,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,2,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,18,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-NE-D3-2018-10-8-T3,HA-NE-2018-10-8-T3,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,3,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-NE-D3-2018-10-8-T4,HA-NE-2018-10-8-T4,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,4,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,4,0,0,0,0,14,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0
HA-NE-D3-2018-10-8-T5,HA-NE-2018-10-8-T5,Pulau Hantu,HA-NE,8,10,2018,8/10/2018,1.225938889,103.7529278,Crest,Fringing,3,5,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-SE-D3-2017-3-3-T1,HA-SE-2017-3-3-T1,Pulau Hantu,HA-SE,3,3,2017,3/3/2017,1.223038889,103.7509167,Crest,Fringing,3,1,DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,145,0,0,0,0,0,0,0,0,30,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,42,0,0,0,0,63,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0
HA-SE-D3-2017-3-3-T2,HA-SE-2017-3-3-T2,Pulau Hantu,HA-SE,3,3,2017,3/3/2017,1.223038889,103.7509167,Crest,Fringing,3,2,DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,125,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-SE-D3-2017-3-3-T3,HA-SE-2017-3-3-T3,Pulau Hantu,HA-SE,3,3,2017,3/3/2017,1.223038889,103.7509167,Crest,Fringing,3,3,DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,77,0,20,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-SE-D3-2017-3-3-T4,HA-SE-2017-3-3-T4,Pulau Hantu,HA-SE,3,3,2017,3/3/2017,1.223038889,103.7509167,Crest,Fringing,3,4,DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,117,0,0,0,0,23,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-SE-D3-2017-3-3-T5,HA-SE-2017-3-3-T5,Pulau Hantu,HA-SE,3,3,2017,3/3/2017,1.223038889,103.7509167,Crest,Fringing,3,5,DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-W-D3-2016-2-16-T1,HA-W-2016-2-16-T1,Pulau Hantu,HA-W,16,2,2016,16/2/2016,1.227255556,103.7468917,Crest,Fringing,3,1,"DH, AD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,120,0,0,500,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,0,0,0,0,0,0,0,0,32,0,0,20,0,0,0,0,5,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
